Concatenate,Category,Job Group,Grade,수준 정의,세부지표 키워드,세부지표 설명
Project ManagementS&K4세부지표2,세부지표2,Project Management,S&K4,Providing Solutions,2. 다수 프로젝트 리딩,"조직 내 공동 목표 달성을 위해 여러 프로젝트의 Milestone을 효율적으로 관리하며, 전사적인 프로젝트를 리딩/ 완수하여 조직 성과를 극대화한다."
Project ManagementS&K4세부지표3,세부지표3,Project Management,S&K4,Providing Solutions,3. 혁신적 솔루션 적용,Global Service에 대한 확실한 이해와 전략적 의사결정 역량을 바탕으로 새로운 제도와 기술을 도입하여 문제를 해결한다.
Project ManagementS&K4세부지표4,세부지표4,Project Management,S&K4,Providing Solutions,4. Long term 프로젝트 관리,Long Term Project 전반에 걸친 계획을 수립하고 최적의 솔루션을 제안하고 프로젝트가 원활히 진행될 수 있도록 주도적으로 협의한다.
Project ManagementS&K4세부지표5,세부지표5,Project Management,S&K4,Providing Solutions,5. 지속적 개선,지속적으로 최적의 솔루션을 제안 및 협의하며 조직의 성과를 지속적으로 개선해 나간다.
Project ManagementS&K3세부지표1,세부지표1,Project Management,S&K3,Build 360 Workflow,1. 프로세스 고도화,"타 조직의 관점에서 폭넓은 시야를 가지고 효율적인 커뮤니케이션을 통해 기존 프로세스를 지속적으로 개선하고, 업무 수행의 품질을 향상시킨다."
Project ManagementS&K3세부지표2,세부지표2,Project Management,S&K3,Build 360 Workflow,2. 프로젝트 리딩,"프로덕트를 총괄하여 개발부터 라이브 런칭, 운영까지 전 과정을 리드하며, 프로젝트 흐름을 이해하고 방향성을 제시한다."
Project ManagementS&K3세부지표3,세부지표3,Project Management,S&K3,Build 360 Workflow,3. 복합적 문제해결,"독자적으로 이슈를 파악 및 생성하고, 요구사항 또는 관련 지표를 활용하여 직접적이고 효용성 있는 솔루션을 신속하게 제시하며 문제를 해결한다."
Project ManagementS&K3세부지표4,세부지표4,Project Management,S&K3,Build 360 Workflow,4. 프로젝트 관리,프로젝트에 대한 폭넓은 이해를 바탕으로 다양한 전략과 방법론을 적용하여 작업물의 품질을 향상시킨다.
Project ManagementS&K3세부지표5,세부지표5,Project Management,S&K3,Build 360 Workflow,5. 전략적 요구 대응,"유저와 비즈니스, 운영의 요구사항을 정확히 파악하고, 각 팀 간 효율적인 소통을 통해 목표를 달성하는 협업 역량을 발휘한다."
Project ManagementS&K2세부지표1,세부지표1,Project Management,S&K2,Practical Experience,1. 프로세스 이해,"Software 개발 방법론에 대한 지식을 바탕으로 필요에 따라 다양한 방법론을 시도하고, Short Term Planning Project의 계획을 실행한다."
Project ManagementS&K2세부지표2,세부지표2,Project Management,S&K2,Practical Experience,2. 업무 독립성,"체계적인 업무 수행 역량을 바탕으로, 프로젝트를 이해하고, 능동적으로 주어진 과제를 완수하여 조직의 기대에 부합하는 결과를 효과적으로 도출한다."
Project ManagementS&K2세부지표3,세부지표3,Project Management,S&K2,Practical Experience,3. 문제 해결,"주어진 이슈를 해결하기 위해 연관된 다른 이슈까지 종합적으로 검토하여 문제를 스스로 해결하고, 프로젝트의 원활한 진행을 지원한다."
Project ManagementS&K2세부지표4,세부지표4,Project Management,S&K2,Practical Experience,4. 데이터 관리,"프로젝트 진행 및 Milestone 달성을 위해 관련 문서와 이슈를 정확히 관리하고 활용하여, 프로젝트의 일관성과 품질을 유지한다."
Project ManagementS&K2세부지표5,세부지표5,Project Management,S&K2,Practical Experience,5. 분석적 사고,"할당된 작업을 정밀하게 수행할 뿐만 아니라, 과정을 더 깊이 이해하고 분석하여 개선한다."
Project ManagementS&K1세부지표1,세부지표1,Project Management,S&K1,Basic Job Knowledge,1. 기본 지식 이해,IT Software Project Management에 대한 기본 지식을 바탕으로 업무를 수행한다.
Project ManagementS&K1세부지표2,세부지표2,Project Management,S&K1,Basic Job Knowledge,2. 업무 수행,작업에 대한 전반적인 프로세스를 이해하고 기본적인 업무를 수행한다.
Project ManagementS&K1세부지표3,세부지표3,Project Management,S&K1,Basic Job Knowledge,3. 문제 보고,"프로젝트 진행 중 발생하는 문제를 적시에 보고하고, 해결책을 제시하며, 진행 상황을 명확히 보고하여 업무의 원활한 진행을 지원한다."
Project ManagementS&K1세부지표4,세부지표4,Project Management,S&K1,Basic Job Knowledge,4. 시스템 활용,"Project Management Tool, 문서 작성 Tool을 활용할 수 있다."
Project ManagementS&K1세부지표5,세부지표5,Project Management,S&K1,Basic Job Knowledge,5. 피드백 반영,"상사의 피드백을 반영하여 문서 작성과 프로젝트 관리의 완성도를 높이며, 업무 수행 절차를 지속적으로 개선한다."
Software DesignS&K6세부지표1,세부지표1,Software Design,S&K6,Global Innovator,1. 혁신적 비전 제시,"혁신적인 프로덕트를 기획하여 중장기적 기술 혁신 비전을 제시하고, 시장 전반을 확대할 수 있는 영향력을 발휘한다."
Software DesignS&K6세부지표2,세부지표2,Software Design,S&K6,Global Innovator,2. 글로벌 프로젝트 리딩,"전사 전략에 대해 시스템적 조언을 경영진에게 제공하고, 글로벌 관점에서 비즈니스 목표와 연계된 혁신적 전략을 추진하며, 글로벌 혁신 프로젝트를 리딩한다."
Software DesignS&K6세부지표3,세부지표3,Software Design,S&K6,Global Innovator,3. Global Industry Leader,"조직 내 최신 기술 동향과 기술적 노하우를 파악하여 전체에 전파하고, 기술적 비전과 프로덕트 방향을 제시하여 업계를 선도하고 글로벌 성과를 극대화한다."
Software DesignS&K6세부지표4,세부지표4,Software Design,S&K6,Global Innovator,4. 글로벌 리더십,"그룹 내 최고 기획 전문가로서 글로벌 산업을 리드하며, 글로벌 시장에서 기술과 비즈니스의 혁신을 주도한다."
Software DesignS&K6세부지표5,세부지표5,Software Design,S&K6,Global Innovator,5. 글로벌 파트너 협력,"글로벌 파트너와 협력하여 혁신적 기술 솔루션을 개발하고, 조직의 글로벌 성장을 가속화한다."
Software DesignS&K5세부지표1,세부지표1,Software Design,S&K5,Innovation,1. 혁신적 설계,"글로벌 시장에서의 기회를 분석하고, 제품 및 서비스의 글로벌 확장을 위한 포괄적이고 혁신적인 전략을 수립 및 성공적인 실행을 주도한다."
Software DesignS&K5세부지표2,세부지표2,Software Design,S&K5,Innovation,2. 시장 변화 대응,"미래 트렌드와 시장 변화에 맞춘 기술 성장을 주도하여, 변화하는 시장 요구에 부합하는 제품 및 서비스 확장 실행한다."
Software DesignS&K5세부지표3,세부지표3,Software Design,S&K5,Innovation,3. 기술 및 비즈니스 융합,"산업의 심층적 이해를 바탕으로 향후 트렌드를 예측하고, 기술과 비즈니스를 융합한 혁신 제품 개발을 통해 전략적 목표를 달성한다."
Software DesignS&K5세부지표4,세부지표4,Software Design,S&K5,Innovation,4. 성과 지속성,"지속 가능한 성과 창출을 위한 혁신적 솔루션을 제공하여, 조직이 시장에서 경쟁 우위를 유지하고 장기적인 비즈니스 가치를 창출한다."
Software DesignS&K5세부지표5,세부지표5,Software Design,S&K5,Innovation,5. 미래 기술 적용,"최신 기술 및 접근법을 도입하여 복잡한 문제를 해결하고, 미래를 대비한 최적의 솔루션을 설계하여 비즈니스 가치의 극대화한다."
Software DesignS&K4세부지표1,세부지표1,Software Design,S&K4,Providing Solutions,1. 솔루션 제시,"비즈니스 비전을 이해하고 제품의 방향성을 설정하여 조직의 기술적 문제와 이슈를 분석하고, 이를 해결할 수 있는 전략적 방향성을 제시한다."
Software DesignS&K4세부지표2,세부지표2,Software Design,S&K4,Providing Solutions,2. 다수 프로젝트 리딩,"조직 내 공동 목표 달성을 위해 여러 프로젝트의 Milestone을 효율적으로 관리하며, 전사적인 프로젝트를 리딩/ 완수하여 조직 성과를 극대화한다."
Software DesignS&K4세부지표3,세부지표3,Software Design,S&K4,Providing Solutions,3. 혁신적 솔루션 적용,Industry에 대한 심층적인 이해를 바탕으로 새로운 제도와 기술을 도입하여 전사적 차원의 성과를 창출한다.
Software DesignS&K4세부지표4,세부지표4,Software Design,S&K4,Providing Solutions,4. Long term 프로젝트 관리,Long Term Project 전반에 걸친 계획을 수립하고 최적의 솔루션을 제안하고 프로젝트가 원활히 진행될 수 있도록 주도적으로 협의한다.
Software DesignS&K4세부지표5,세부지표5,Software Design,S&K4,Providing Solutions,5. 지속적 개선,"제품 방향성을 설정한 후, 이를 기반으로 지속적인 솔루션 제공 및 개선을 주도하여 제품의 경쟁력을 높인다."
Software DesignS&K3세부지표1,세부지표1,Software Design,S&K3,Build 360 Workflow,1. 프로세스 고도화,"타 조직의 다양한 관점을 폭넓게 통합하여 기존 프로세스를 지속적으로 개선하고, 업무 수행의 품질을 향상한다."
Software DesignS&K3세부지표2,세부지표2,Software Design,S&K3,Build 360 Workflow,2. 프로젝트 리딩,프로덕트의 핵심 요소를 기획하고 스스로 검증하여 프로젝트 방향성을 제시한다.
Software DesignS&K3세부지표3,세부지표3,Software Design,S&K3,Build 360 Workflow,3. 복합적 문제해결,"기술, 프로세스 또는 전략적 의사결정 과정에서 리더십을 발휘하여 종합적 판단과 전략적 의사결정을 통해 최적의 아웃풋을 창출하고 프로젝트의 성공에 기여한다."
Software DesignS&K3세부지표4,세부지표4,Software Design,S&K3,Build 360 Workflow,4. 프로젝트 관리,프로덕트 구조에 대한 높은 이해도를 바탕으로 효율적이고 완성도 높은 설계를 수행한다.
Software DesignS&K3세부지표5,세부지표5,Software Design,S&K3,Build 360 Workflow,5. 전략적 요구 대응,비즈니스 요구와 개발 가능 범위의 접점을 찾아 요구사항을 조율한다.
Software DesignS&K2세부지표1,세부지표1,Software Design,S&K2,Practical Experience,1. 프로세스 이해,"실무 프로세스를 깊이 있게 이해하고 이를 반영한 기획 문서를 작성하여, 개발 과정에서 효율성과 생산성을 확보한다."
Software DesignS&K2세부지표2,세부지표2,Software Design,S&K2,Practical Experience,2. 업무 독립성,"체계적인 업무 수행 역량을 바탕으로, 프로젝트를 이해하고, 능동적으로 주어진 과제를 완수하여 조직의 기대에 부합하는 결과를 효과적으로 도출한다."
Software DesignS&K2세부지표3,세부지표3,Software Design,S&K2,Practical Experience,3. 문제 해결,"개발자 관점에서 이해하기 용이한 기획 문서를 작성하여, 발생 가능한 문제를 사전에 대비하고 스스로 해결함으로써 개발 과정의 효율성을 향상시킨다."
Software DesignS&K2세부지표4,세부지표4,Software Design,S&K2,Practical Experience,4. 데이터 관리,"기획 문서와 요구사항을 체계적으로 구체화하여 정리하고 활용하여, 개발자가 참고할 수 있도록 정확한 시스템 데이터를 제공한다."
Software DesignS&K2세부지표5,세부지표5,Software Design,S&K2,Practical Experience,5. 분석적 사고,"할당된 작업을 정밀하게 수행할 뿐만 아니라, 과정을 더 깊이 이해하고 비판 및 개선한다."
Software DesignS&K1세부지표1,세부지표1,Software Design,S&K1,Basic Job Knowledge,1. 기본 지식 이해,"개발 프로세스, 게임 기획에 대한 기본적인 이해를 바탕으로 업무를 수행한다."
Software DesignS&K1세부지표2,세부지표2,Software Design,S&K1,Basic Job Knowledge,2. 업무 수행,작업에 대한 전반적인 프로세스를 이해하고 기본적인 업무를 수행한다.
Software DesignS&K1세부지표3,세부지표3,Software Design,S&K1,Basic Job Knowledge,3. 문제 보고,"프로세스 중 발생하는 문제나 이슈를 적시에 보고하고, 요구사항을 명확히 반영한 해결 방안을 제시함으로써 업무의 원활한 진행을 지원한다."
Software DesignS&K1세부지표4,세부지표4,Software Design,S&K1,Basic Job Knowledge,4. 시스템 활용,"기본 시스템 및 도구를 활용하여 기획 문서를 작성하고, 요구사항을 체계적으로 관리한다."
Software DesignS&K1세부지표5,세부지표5,Software Design,S&K1,Basic Job Knowledge,5. 피드백 반영,"상사의 피드백을 반영하여 기획 문서의 완성도를 높이고, 업무 과정에서 지속적으로 개선한다."
Software EngineeringR&R6세부지표1,세부지표1,Software Engineering,R&R6,Visionary Pioneer,1. 글로벌 전략 수립,업계 트렌드와 변화에 대한 선도적 이해를 바탕으로 전사 단위 업무 및 사업의 중장기 방향성을 제시하고 글로벌 차원의 중장기 전략을 수립한다.
Software EngineeringR&R6세부지표2,세부지표2,Software Engineering,R&R6,Visionary Pioneer,2. 글로벌 리더십 발휘,Industry 내에서 영향력과 통찰력을 발휘하여 누구나 인정할 수 있는 리더십으로 글로벌 성과를 창출하고 조직을 선도한다.
Software EngineeringR&R6세부지표3,세부지표3,Software Engineering,R&R6,Visionary Pioneer,3. 혁신적 변화 주도,"전사적 프로세스의 근본적인 변화를 글로벌 파트너와 협력하여 주도하고, 최신 기술과 업계 동향을 반영하여 Industry 내에서 선구자적인 영향력을 행사한다."
Software EngineeringR&R6세부지표4,세부지표4,Software Engineering,R&R6,Visionary Pioneer,4. 전사적 프로젝트 리딩,"전사 전략에 대해 시스템적 조언을 경영진에게 제공하고, 글로벌 관점에서 비즈니스 목표와 연계된 혁신적 전략을 추진하며, 글로벌 혁신 프로젝트를 리딩한다."
Software EngineeringR&R6세부지표5,세부지표5,Software Engineering,R&R6,Visionary Pioneer,5. 글로벌 성과 극대화,업계에서 최고 수준의 혁신 성과를 달성하여 조직이 글로벌 시장에서 경쟁력을 유지하고 선도적 위치를 확보한다.
Software EngineeringR&R5세부지표1,세부지표1,Software Engineering,R&R5,Strategic Leadership Achievement,1. 전략적 리딩,"변화하는 기술 및 시장 환경에서 선제적으로 대응하는 전략적 의사결정을 통해 조직의 경쟁 우위를 지속 가능하게 확보하며, 장기적 성장과 비전 실현을 리딩한다."
Software EngineeringR&R5세부지표2,세부지표2,Software Engineering,R&R5,Strategic Leadership Achievement,2. 합리적 의사결정,다양한 직군과 직무 간 커뮤니케이션 허브 역할을 수행하여 합리적 의사결정을 촉진하며 성과를 극대화할 수 있는 합리적인 판단을 내린다.
Software EngineeringR&R5세부지표3,세부지표3,Software Engineering,R&R5,Strategic Leadership Achievement,3. 전사적 변화 주도,"조직의 장기적 전략과 비전을 실현하기 위해 전사적 변화를 주도하고, 조직 전체의 성과를 극대화하여 지속 가능한 성장을 도모한다."
Software EngineeringR&R5세부지표4,세부지표4,Software Engineering,R&R5,Strategic Leadership Achievement,4. 전사 문제해결,"전사적 차원의 복잡한 이슈를 통합적이고 종합적으로 분석하여 문제의 근본 원인을 명확히 진단하고, 장기적인 효과를 고려한 실효성 있는 해결 방안을 제시한다."
Software EngineeringR&R5세부지표5,세부지표5,Software Engineering,R&R5,Strategic Leadership Achievement,5. 단위국가 파트너 협력,"폭넓은 이해관계자와 전략적 파트너십을 형성하고, 각 분야의 특성과 목표를 통합하여 시너지를 극대화하는 성과를 창출한다."
Software EngineeringR&R4세부지표1,세부지표1,Software Engineering,R&R4,Cross Functional Achievement,1.전사 프로젝트 리딩,"효율적인 일정 조율 및 자원 배분을 통해, 그룹 내 여러 부서와 이해 관계자가 관련되어 있는 프로젝트를 주도하여 조직 내 공동 목표를 달성한다."
Software EngineeringR&R4세부지표2,세부지표2,Software Engineering,R&R4,Cross Functional Achievement,2.이해관계자 관리,"다양한 직군과의 커뮤니케이션을 통해 합리적인 의사결정을 가능하게 하고, 최적의 아웃풋을 창출한다."
Software EngineeringR&R4세부지표3,세부지표3,Software Engineering,R&R4,Cross Functional Achievement,3.부서 간 협업 조정,협업 부서의 업무를 이해하고 Cross Functional 차원의 이슈를 해결하며 부서 간 협업을 조율함으로써 큰 규모의 프로젝트를 완성한다.
Software EngineeringR&R4세부지표4,세부지표4,Software Engineering,R&R4,Cross Functional Achievement,4.성과 극대화,조직 내 공동 목표 달성을 위해 여러 프로젝트를 동시에 주도하며 효율적인 자원 배분 및 작업 방향 설계를 통해 조직 성과를 극대화한다.
Software EngineeringR&R4세부지표5,세부지표5,Software Engineering,R&R4,Cross Functional Achievement,5.복잡한 문제 해결,"다수의 이해관계자가 얽힌 복잡한 문제를 다각도로 접근하고 분석하여, 통합적인 해결 방안을 수립하고, 효과적으로 진행한다."
Software EngineeringR&R3세부지표1,세부지표1,Software Engineering,R&R3,Driving Achievement,1.목표 설정 및 달성,"서비스 방향성을 프로젝트에 접목하여 프로젝트의 목표를 설정하고, 개발 전반을 주도하며 목표를 달성하도록 개발 전반을 주도한다."
Software EngineeringR&R3세부지표2,세부지표2,Software Engineering,R&R3,Driving Achievement,2.업무 분배,"프로젝트 단위 업무 수행 시, 서비스 구조에 대한 이해를 바탕으로 산출물을 설계하고 작업을 리드하며, 팀 내 업무를 효과적으로 분배하고, 작업 일정이 준수될 수 있도록 관리한다."
Software EngineeringR&R3세부지표3,세부지표3,Software Engineering,R&R3,Driving Achievement,3.피드백 제공,"조직(팀/파트) 내에서 선임 기술자로서의 전문성을 발휘하여 기술적 방향성을 제시하고, 업무 분담 및 교육/멘토링을 통해 팀원들의 역량 개발을 주도한다."
Software EngineeringR&R3세부지표4,세부지표4,Software Engineering,R&R3,Driving Achievement,4.성과 모니터링,업무 과정과 비용에 대한 깊은 이해를 토대로 할당된 작업을 지속적으로 모니터링 및 개선하여 담당 조직의 성과를 도출한다.
Software EngineeringR&R3세부지표5,세부지표5,Software Engineering,R&R3,Driving Achievement,5.지속적 성과 창출,"프로젝트 리딩과 구성원 매니지먼트를 통해 지속 가능한 성과를 창출하고, 장기적 성과 관리를 유지하며 팀의 성장을 지원한다."
Software EngineeringR&R2세부지표1,세부지표1,Software Engineering,R&R2,Collaboration,1.자기주도성,"독립적으로 기능을 개발하고 이슈를 처리하며, 리팩토링 및 애플리케이션 개발을 수행하여 능동적으로 주어진 업무를 자율적으로 진행한다."
Software EngineeringR&R2세부지표2,세부지표2,Software Engineering,R&R2,Collaboration,2.프로젝트수행,"기획 의도를 이해하고, 담당 업무에 대해 동료들이 납득할 수 있는 본인의 일정을 제시, 관리하며 작업을 마무리한다."
Software EngineeringR&R2세부지표3,세부지표3,Software Engineering,R&R2,Collaboration,3.논리적 문제 해결,기획 의도를 정확히 파악하고 논리적 근거에 기반해 문제 해결책을 제시한다.
Software EngineeringR&R2세부지표4,세부지표4,Software Engineering,R&R2,Collaboration,4.부서 간 협력,"협업하는 팀과 다른 팀/파트의 기능과 프로세스를 이해하고, 여러 부서와 협력하여 업무를 효율적으로 조율하며 성과를 창출한다."
Software EngineeringR&R2세부지표5,세부지표5,Software Engineering,R&R2,Collaboration,5.소통 및 조율,다른 팀과의 소통을 통해 협업 부서의 목표와 목적을 이해하며 조율하여 업무 흐름을 최적화한다.
Software EngineeringR&R1세부지표1,세부지표1,Software Engineering,R&R1,Ownership,1.역할 충실 수행,"주어진 업무의 목적과 방향을 이해하고, 지시에 따라 성실히 수행하여 업무를 완수한다."
Software EngineeringR&R1세부지표2,세부지표2,Software Engineering,R&R1,Ownership,2.기본 문제 해결,"문제를 해결하기 위해 지침을 참고하여 적극적으로 문제해결을 시도하며, 필요 시 상사에게 해결방법에 대한 조언을 구한다."
Software EngineeringR&R1세부지표3,세부지표3,Software Engineering,R&R1,Ownership,3. 목표 이해 및 성과 달성,"주어진 업무 지침과 프로세스를 따라 효율적으로 업무를 수행하고, 기한 내에 담당 업무를 완수하여 정해진 목표를 달성한다."
Software EngineeringR&R1세부지표4,세부지표4,Software Engineering,R&R1,Ownership,4. 협조적인 태도,"팀원과 긴밀히 협력하며, 필요 시 적극적으로 도움을 요청하거나 지원을 제공하여 공동의 목표 달성을 촉진한다."
Software EngineeringR&R1세부지표5,세부지표5,Software Engineering,R&R1,Ownership,5. 자발적인 학습능력,"조직(파트/팀) 내 가이드 문서를 토대로 개발 환경과 도메인 지식을 빠르게 습득하여 업무를 이해하고, 지속적으로 학습하여 업무 완성도를 높인다"
AdministrationR&R6세부지표1,세부지표1,Administration,R&R6,Visionary Pioneer,1. 글로벌 전략 수립,업계 트렌드와 변화에 대한 선도적 이해를 바탕으로 전사 단위 업무 및 사업의 중장기 방향성을 제시하고 글로벌 차원의 중장기 전략을 수립한다.
AdministrationR&R6세부지표2,세부지표2,Administration,R&R6,Visionary Pioneer,2. 글로벌 리더십 발휘,Industry 내에서 영향력과 통찰력을 발휘하여 누구나 인정할 수 있는 리더십으로 글로벌 성과를 창출하고 조직을 선도한다.
AdministrationR&R6세부지표3,세부지표3,Administration,R&R6,Visionary Pioneer,3. 혁신적 변화 주도,"전사적 프로세스의 근본적인 변화를 글로벌 파트너와 협력하여 주도하고, 최신 기술과 업계 동향을 반영하여 Industry 내에서 선구자적인 영향력을 행사한다."
AdministrationR&R6세부지표4,세부지표4,Administration,R&R6,Visionary Pioneer,4. 전사적 프로젝트 리딩,"전사 전략에 대해 시스템적 조언을 경영진에게 제공하고, 글로벌 관점에서 비즈니스 목표와 연계된 혁신적 전략을 추진하며, 글로벌 혁신 프로젝트를 리딩한다."
AdministrationR&R6세부지표5,세부지표5,Administration,R&R6,Visionary Pioneer,5. 글로벌 성과 극대화,"업계 최고 수준의 전문 역량을 바탕으로 중요한 영향력을 행사하여, 다양한 산업에서 혁신 성과를 달성하고 그룹의 선도적 위치를 강화시킨다."
AdministrationR&R5세부지표1,세부지표1,Administration,R&R5,Strategic Leadership Achievement,1. 전략적 리딩,"변화하는 기술 및 시장 환경에서 선제적으로 대응하는 전략적 의사결정을 통해 조직의 경쟁 우위를 지속 가능하게 확보하며, 장기적 성장과 비전 실현을 리딩한다."
AdministrationR&R5세부지표2,세부지표2,Administration,R&R5,Strategic Leadership Achievement,2. 합리적 의사결정,다양한 직군과 직무 간 커뮤니케이션 허브 역할을 수행하여 합리적 의사결정을 촉진하며 성과를 극대화할 수 있는 합리적인 판단을 내린다.
AdministrationR&R5세부지표3,세부지표3,Administration,R&R5,Strategic Leadership Achievement,3. 전사적 변화 주도,"조직의 장기적 전략과 비전을 실현하기 위해 전사적 변화를 주도하고, 조직 전체의 성과를 극대화하여 지속 가능한 성장을 도모한다."
AdministrationR&R5세부지표4,세부지표4,Administration,R&R5,Strategic Leadership Achievement,4. 전사 문제해결,"전사적 차원의 복잡한 이슈를 통합적이고 종합적으로 분석하여 문제의 근본 원인을 명확히 진단하고, 장기적인 효과를 고려한 실효성 있는 해결 방안을 제시한다."
AdministrationR&R5세부지표5,세부지표5,Administration,R&R5,Strategic Leadership Achievement,5. 단위국가 파트너 협력,"폭넓은 이해관계자와 전략적 파트너십을 형성하고, 각 분야의 특성과 목표를 통합하여 시너지를 극대화하는 성과를 창출한다."
AdministrationR&R4세부지표1,세부지표1,Administration,R&R4,Cross Functional Achievement,1.전사 프로젝트 리딩,조직 내 공동 목표 달성을 위해 여러 프로젝트의 Milestone을 효율적으로 관리한다.
AdministrationR&R4세부지표2,세부지표2,Administration,R&R4,Cross Functional Achievement,2.이해관계자 관리,"다양한 직군과의 커뮤니케이션을 통해 합리적인 의사결정을 가능하게 하고, 조직 내외부의 이해관계자를 효과적으로 관리하여 협력을 도출한다."
AdministrationR&R4세부지표3,세부지표3,Administration,R&R4,Cross Functional Achievement,3.부서 간 협업 조정,"조직 내/외부 커뮤니케이션을 리딩하여 부서 간 협업을 조율하며, 각 부서 간 업무 조정을 통해 목표 달성에 기여한다."
AdministrationR&R4세부지표4,세부지표4,Administration,R&R4,Cross Functional Achievement,4.성과 극대화,조직 내 공동 목표 달성을 위해 여러 프로젝트를 동시에 주도하며 효율적인 자원 배분을 통해 전사적 성과를 극대화한다.
AdministrationR&R4세부지표5,세부지표5,Administration,R&R4,Cross Functional Achievement,5.복잡한 문제 해결,"다수의 이해관계자가 얽힌 복잡한 문제를 다각도로 접근하고 분석하여, 통합적인 해결 방안을 수립하고, 효과적으로 이행한다."
AdministrationR&R3세부지표1,세부지표1,Administration,R&R3,Driving Achievement,1.목표 설정 및 달성,특정 단일 프로젝트의 리더로서 전반적인 기획과 작업을 리드하여 팀/파트의 목표를 설정하고 달성하도록 주도한다.
AdministrationR&R3세부지표2,세부지표2,Administration,R&R3,Driving Achievement,2.업무 분배,"프로젝트 단위 업무 수행 시, 관련 커뮤니케이션을 리딩하고 구성원들에게 업무를 효과적으로 분배하고, 작업 일정이 준수될 수 있도록 관리한다."
AdministrationR&R3세부지표3,세부지표3,Administration,R&R3,Driving Achievement,3.피드백 제공,작업된 결과들에 대한 구조적인 디테일 부분에서 건설적인 피드백 및 개선 방향성을 제시한다.
AdministrationR&R3세부지표4,세부지표4,Administration,R&R3,Driving Achievement,4.성과 모니터링,할당된 작업을 정밀하게 수행하고 과정을 깊이 이해하며 분석하여 개선 사항을 모니터링함으로써 성과를 강화한다.
AdministrationR&R3세부지표5,세부지표5,Administration,R&R3,Driving Achievement,5.지속적 성과 창출,"조직이 필요로 하는 업무 과제를 스스로 판단하여 계획하고 실행함으로써, 팀의 구조 효율성을 높이고 지속 가능한 성과를 창출한다."
AdministrationR&R2세부지표1,세부지표1,Administration,R&R2,Collaboration,1.자기주도성,"조직(팀/파트) 업무 전반에 대한 높은 이해를 바탕으로 새로운 업무와 변수에 유연하게 대응하며, 지시 없이도 주어진 업무를 독립적으로 수행한다."
AdministrationR&R2세부지표2,세부지표2,Administration,R&R2,Collaboration,2.프로젝트수행,"기획 의도를 이해하고, 개발자와 합리적인 일정을 도출하여 작업을 마무리한다."
