Concatenate,Category,Job Group,Grade,수준 정의,세부지표 키워드,세부지표 설명
Quality AssuranceR&R4세부지표4,세부지표4,Quality Assurance,R&R4,Cross Functional Achievement,4.성과 극대화,QA 직군 외 발생 가능한 다양한 리스크를 산출하고 이를 예방 및 관리하여 전사적 품질 보증 프로세스를 개선하고 성과를 극대화한다.
Quality AssuranceR&R4세부지표5,세부지표5,Quality Assurance,R&R4,Cross Functional Achievement,5.복잡한 문제 해결,"다수의 이해관계자가 얽힌 복잡한 문제를 다각도로 접근하고 분석하여, 통합적인 해결 방안을 수립하고, 효과적으로 이행한다"
Quality AssuranceR&R3세부지표1,세부지표1,Quality Assurance,R&R3,Driving Achievement,1.목표 설정 및 달성,"조직(팀/파트)이 필요로 하는 업무 과제를 스스로 판단, 계획, 실행할 수 있으며 조직(팀/파트) 구조의 효율성을 향상시킨다."
Quality AssuranceR&R3세부지표2,세부지표2,Quality Assurance,R&R3,Driving Achievement,2.업무 분배,"프로젝트 단위 업무 수행 시, 관련 커뮤니케이션을 리딩하고 구성원들에게 업무를 효과적으로 분배하고, 작업 일정이 준수될 수 있도록 관리한다."
Quality AssuranceR&R3세부지표3,세부지표3,Quality Assurance,R&R3,Driving Achievement,3.피드백 제공,멘토링을 통해 작업된 결과들에 대한 구조적 디테일 부분에서 건설적인 피드백 및 개선 방향성을 제시하고 전문성 개발을 지원한다.
Quality AssuranceR&R3세부지표4,세부지표4,Quality Assurance,R&R3,Driving Achievement,4.성과 모니터링,"구성원의 Test Case를 사전에 리뷰하여 리스크를 분석하고 개선을 제안하여, 프로젝트 성과를 지속적으로 모니터링하고 발전시킨다."
Quality AssuranceR&R3세부지표5,세부지표5,Quality Assurance,R&R3,Driving Achievement,5.지속적 성과 창출,"한 프로덕트의 QA 리더로서 품질 전반을 책임지고 주도할 수 있으며, 장기적 성과 관리를 유지하며 팀의 성장을 지원한다."
Quality AssuranceR&R2세부지표1,세부지표1,Quality Assurance,R&R2,Collaboration,1.자기주도성,"다양한 테스트 도구와 자동화 프레임워크를 사용하여 지시 없이 QA 작업을 독립적으로 수행하고, 완성도 높은 QA Plan을 작성한다."
Quality AssuranceR&R2세부지표2,세부지표2,Quality Assurance,R&R2,Collaboration,2.프로젝트수행,"기획 의도를 이해하고 , 개발자와 합리적인 일정을 도출하여 작업을 마무리한다."
Quality AssuranceR&R2세부지표3,세부지표3,Quality Assurance,R&R2,Collaboration,3.논리적 문제 해결,"객관적이고 논리적인 자료를 기반으로 구성원 및 협업 부서와 소통하며, 업무를 수행하고 문제를 해결할 수 있는 합리적인 방안을 제시하며 업무를 수행한다."
Quality AssuranceR&R2세부지표4,세부지표4,Quality Assurance,R&R2,Collaboration,4.부서 간 협력,"담당 팀과 다른 부서의 기능을 이해하고, 필요한 경우 부서 간 협업을 통해 프로그램의 기본적인 조율을 수행한다."
Quality AssuranceR&R2세부지표5,세부지표5,Quality Assurance,R&R2,Collaboration,5.소통 및 조율,"테스트 계획 및 전략 수립을 바탕으로 완성도 높은 테스트 케이스를 작성하고, 부서 간 소통을 통해 업무 조율을 체계적으로 수행한다."
Quality AssuranceR&R1세부지표1,세부지표1,Quality Assurance,R&R1,Ownership,1.역할 충실 수행,"주어진 업무의 목적과 방향을 이해하고, 지시에 따라 성실히 수행하여 업무를 완수한다."
Quality AssuranceR&R1세부지표2,세부지표2,Quality Assurance,R&R1,Ownership,2.기본 문제 해결,"직면한 문제에 대해 자율적으로 해결을 시도하며, 필요 시 상사에게 보고하여 효율적인 문제 해결을 지원한다."
Quality AssuranceR&R1세부지표3,세부지표3,Quality Assurance,R&R1,Ownership,3. 목표 이해 및 성과 달성,"주어진 기한 내에 담당 업무를 완수하고, Feature 단위(Two to three tasks)로 업무 지원을 통해 목표를 달성한다."
Quality AssuranceR&R1세부지표4,세부지표4,Quality Assurance,R&R1,Ownership,4. 협조적인 태도,"팀원과 긴밀히 협력하며, 필요 시 적극적으로 도움을 요청하거나 지원을 제공하여 공동의 목표 달성을 촉진한다."
Quality AssuranceR&R1세부지표5,세부지표5,Quality Assurance,R&R1,Ownership,5. 자발적인 학습능력,"이해가 부족한 사항에 대해 적극적으로 문의하며, 필요한 역량을 자발적으로 습득해 업무 완성도를 높인다."
ArtR&R6세부지표1,세부지표1,Art,R&R6,Visionary Pioneer,1. 글로벌 전략 수립,업계 트렌드와 변화에 대한 선도적 이해를 바탕으로 전사 단위 업무 및 사업의 중장기 방향성을 제시하고 글로벌 차원의 중장기 전략을 수립한다.
ArtR&R6세부지표2,세부지표2,Art,R&R6,Visionary Pioneer,2. 글로벌 리더십 발휘,Industry 내에서 영향력과 통찰력을 발휘하여 누구나 인정할 수 있는 리더십으로 글로벌 성과를 창출하고 조직을 선도한다.
ArtR&R6세부지표3,세부지표3,Art,R&R6,Visionary Pioneer,3. 혁신적 변화 주도,"전사적 프로세스의 근본적인 변화를 글로벌 파트너와 협력하여 주도하고, 최신 기술과 업계 동향을 반영하여 Industry 내에서 선구자적인 영향력을 행사한다."
ArtR&R6세부지표4,세부지표4,Art,R&R6,Visionary Pioneer,4. 전사적 프로젝트 리딩,"전사 전략에 대해 시스템적 조언을 경영진에게 제공하고, 글로벌 관점에서 비즈니스 목표와 연계된 혁신적 전략을 추진하며, 글로벌 혁신 프로젝트를 리딩한다."
ArtR&R6세부지표5,세부지표5,Art,R&R6,Visionary Pioneer,5. 글로벌 성과 극대화,업계 최고 수준의 혁신 성과를 달성하여 그룹이 글로벌 시장에서 선도적 위치를 확보하고 유지할 수 있도록 기여한다.
ArtR&R5세부지표1,세부지표1,Art,R&R5,Strategic Leadership Achievement,1. 전략적 리딩,"변화하는 기술 및 시장 환경에서 선제적으로 대응하는 전략적 의사결정을 통해 조직의 경쟁 우위를 지속 가능하게 확보하며, 장기적 성장과 비전 실현을 리딩한다."
ArtR&R5세부지표2,세부지표2,Art,R&R5,Strategic Leadership Achievement,2. 합리적 의사결정,다양한 직군과 직무 간 커뮤니케이션 허브 역할을 수행하여 합리적 의사결정을 촉진하며 성과를 극대화할 수 있는 합리적인 판단을 내린다.
ArtR&R5세부지표3,세부지표3,Art,R&R5,Strategic Leadership Achievement,3. 전사적 변화 주도,"조직의 장기적 전략과 비전을 실현하기 위해 전사적 변화를 주도하고, 조직 전체의 성과를 극대화하여 지속 가능한 성장을 도모한다."
ArtR&R5세부지표4,세부지표4,Art,R&R5,Strategic Leadership Achievement,4. 전사 문제해결,"전사적 차원의 복잡한 이슈를 통합적이고 종합적으로 분석하여 문제의 근본 원인을 명확히 진단하고, 장기적인 효과를 고려한 실효성 있는 해결 방안을 제시한다."
ArtR&R5세부지표5,세부지표5,Art,R&R5,Strategic Leadership Achievement,5. 단위국가 파트너 협력,"폭넓은 이해관계자와 전략적 파트너십을 형성하고, 각 분야의 특성과 목표를 통합하여 시너지를 극대화하는 성과를 창출한다."
ArtR&R4세부지표1,세부지표1,Art,R&R4,Cross Functional Achievement,1.전사 프로젝트 리딩,조직 내 공동 목표 달성을 위해 여러 프로젝트의 Milestone을 효율적으로 관리한다.
ArtR&R4세부지표2,세부지표2,Art,R&R4,Cross Functional Achievement,2.이해관계자 관리,"다양한 직군과의 커뮤니케이션을 통해 합리적인 의사결정을 가능하게 하고, 최적의 아웃풋을 창출한다."
ArtR&R4세부지표3,세부지표3,Art,R&R4,Cross Functional Achievement,3.부서 간 협업 조정,협업 부서의 업무를 이해하고 Cross Functional 차원의 이슈를 해결하며 부서 간 협업을 조율함으로써 큰 규모의 프로젝트를 완성한다.
ArtR&R4세부지표4,세부지표4,Art,R&R4,Cross Functional Achievement,4.성과 극대화,조직 내 공동 목표 달성을 위해 여러 프로젝트를 동시에 주도하며 효율적인 자원 배분을 통해 전사적 성과를 극대화한다.
ArtR&R4세부지표5,세부지표5,Art,R&R4,Cross Functional Achievement,5.복잡한 문제 해결,"다수의 이해관계자가 얽힌 복잡한 문제를 다각도로 접근하고 분석하여, 통합적인 해결 방안을 수립하고, 효과적으로 이행한다."
ArtR&R3세부지표1,세부지표1,Art,R&R3,Driving Achievement,1.목표 설정 및 달성,프로젝트를 주도적으로 리딩하고 매니지먼트하여 구성원들이 지속적으로 작업 일정을 준수하도록 지원한다.
ArtR&R3세부지표2,세부지표2,Art,R&R3,Driving Achievement,2.업무 분배,"프로젝트 단위 업무 수행 시, 관련 커뮤니케이션을 리딩하고 구성원들에게 업무를 효과적으로 분배하고, 작업 일정이 준수될 수 있도록 관리한다."
ArtR&R3세부지표3,세부지표3,Art,R&R3,Driving Achievement,3.피드백 제공,작업된 결과들에 대한 구조적 디테일 부분에서 건설적인 피드백 및 개선 방향성을 제시하여 성과 향상 및 조직 성과 향상을 지원한다.
ArtR&R3세부지표4,세부지표4,Art,R&R3,Driving Achievement,4.성과 모니터링,"할당된 작업을 정밀하게 수행하고 과정을 깊이 이해하며 개선 사항을 전략적으로 분석하여, 성과를 지속적으로 모니터링하고 발전시킨다."
ArtR&R3세부지표5,세부지표5,Art,R&R3,Driving Achievement,5.지속적 성과 창출,"프로젝트 리딩과 구성원 매니지먼트를 통해 지속 가능한 성과를 창출하고, 장기적 성과 관리를 유지하며 팀의 성장을 지원한다."
ArtR&R2세부지표1,세부지표1,Art,R&R2,Collaboration,1.자기주도성,게임 기획과 흐름에 대한 이해를 바탕으로 아트 리소스 제작업무를 독립적으로 수행한다.
ArtR&R2세부지표2,세부지표2,Art,R&R2,Collaboration,2.프로젝트수행,"기획 의도를 이해하고, 개발자와 합리적인 일정을 도출하여 작업을 마무리한다."
ArtR&R2세부지표3,세부지표3,Art,R&R2,Collaboration,3.논리적 문제 해결,"객관적인 근거자료를 바탕으로 결과물에 대한 개선사항을 제시하여, 논리적인 해결책으로 품질을 높이고 문제를 해결한다."
ArtR&R2세부지표4,세부지표4,Art,R&R2,Collaboration,4.부서 간 협력,"협업하는 팀과 다른 팀/파트의 기능과 프로세스를 이해하고, 원활한 커뮤니케이션을 통해 디자인 아웃풋을 창출하며, 여러 부서와 협력한다."
ArtR&R2세부지표5,세부지표5,Art,R&R2,Collaboration,5.소통 및 조율,다른 팀과의 소통을 통해 협업 부서의 목표와 목적을 이해하며 조율하여 업무 흐름을 최적화한다.
ArtR&R1세부지표1,세부지표1,Art,R&R1,Ownership,1.역할 충실 수행,"주어진 업무의 목적과 방향을 이해하고, 지시에 따라 성실히 수행하여 업무를 완수한다."
ArtR&R1세부지표2,세부지표2,Art,R&R1,Ownership,2.기본 문제 해결,"직면한 문제에 대해 자율적으로 해결을 시도하며, 필요 시 상사에게 보고하여 효율적인 문제 해결을 지원한다."
ArtR&R1세부지표3,세부지표3,Art,R&R1,Ownership,3. 목표 이해 및 성과 달성,"주어진 기한 내에 담당 업무를 완수하여 기한내에 정해진 목표를 충실히 달성하며, 업무의 완성도를 향상시킨다."
ArtR&R1세부지표4,세부지표4,Art,R&R1,Ownership,4. 협조적인 태도,"팀원과 긴밀히 협력하며, 필요 시 적극적으로 도움을 요청하거나 지원을 제공하여 공동의 목표 달성을 촉진한다."
ArtR&R1세부지표5,세부지표5,Art,R&R1,Ownership,5. 자발적인 학습능력,"이해가 부족한 사항에 대해 적극적으로 문의하며, 필요한 역량을 자발적으로 습득해 업무 완성도를 높인다."
Project ManagementR&R6세부지표1,세부지표1,Project Management,R&R6,Visionary Pioneer,1. 글로벌 전략 수립,업계 트렌드와 변화에 대한 선도적 이해를 바탕으로 전사 단위 업무 및 사업의 중장기 방향성을 제시하고 글로벌 차원의 중장기 전략을 수립한다.
Project ManagementR&R6세부지표2,세부지표2,Project Management,R&R6,Visionary Pioneer,2. 글로벌 리더십 발휘,Industry 내에서 영향력과 통찰력을 발휘하여 누구나 인정할 수 있는 리더십으로 글로벌 성과를 창출하고 조직을 선도한다.
Project ManagementR&R6세부지표3,세부지표3,Project Management,R&R6,Visionary Pioneer,3. 혁신적 변화 주도,"전사적 프로세스의 근본적인 변화를 글로벌 파트너와 협력하여 주도하고, 최신 기술과 업계 동향을 반영하여 Industry 내에서 선구자적인 영향력을 행사한다."
Project ManagementR&R6세부지표4,세부지표4,Project Management,R&R6,Visionary Pioneer,4. 전사적 프로젝트 리딩,"전사 전략에 대해 시스템적 조언을 경영진에게 제공하고, 글로벌 관점에서 비즈니스 목표와 연계된 혁신적 전략을 추진하며, 글로벌 혁신 프로젝트를 리딩한다."
Project ManagementR&R6세부지표5,세부지표5,Project Management,R&R6,Visionary Pioneer,5. 글로벌 성과 극대화,업계 최고 수준의 혁신 성과를 달성하여 조직이 글로벌 시장에서 표준을 제시하는 선도적 위치를 확립한다.
Project ManagementR&R5세부지표1,세부지표1,Project Management,R&R5,Strategic Leadership Achievement,1. 전략적 리딩,"변화하는 기술 및 시장 환경에서 선제적으로 대응하는 전략적 의사결정을 통해 조직의 경쟁 우위를 지속 가능하게 확보하며, 장기적 성장과 비전 실현을 리딩한다."
Project ManagementR&R5세부지표2,세부지표2,Project Management,R&R5,Strategic Leadership Achievement,2. 합리적 의사결정,다양한 직군과 직무 간 커뮤니케이션 허브 역할을 수행하여 합리적 의사결정을 촉진하며 성과를 극대화할 수 있는 합리적인 판단을 내린다.
Project ManagementR&R5세부지표3,세부지표3,Project Management,R&R5,Strategic Leadership Achievement,3. 전사적 변화 주도,"조직의 장기적 전략과 비전을 실현하기 위해 전사적 변화를 주도하고, 조직 전체의 성과를 극대화하여 지속 가능한 성장을 도모한다."
Project ManagementR&R5세부지표4,세부지표4,Project Management,R&R5,Strategic Leadership Achievement,4. 전사 문제해결,"전사적 차원의 복잡한 이슈를 통합적이고 종합적으로 분석하여 문제의 근본 원인을 명확히 진단하고, 장기적인 효과를 고려한 실효성 있는 해결 방안을 제시한다."
Project ManagementR&R5세부지표5,세부지표5,Project Management,R&R5,Strategic Leadership Achievement,5. 단위국가 파트너 협력,"폭넓은 이해관계자와 전략적 파트너십을 형성하고, 각 분야의 특성과 목표를 통합하여 시너지를 극대화하는 성과를 창출한다."
Project ManagementR&R4세부지표1,세부지표1,Project Management,R&R4,Cross Functional Achievement,1.전사 프로젝트 리딩,"효율적인 일정 조율 및 자원 배분을 통해, 그룹 내 여러 부서와 이해 관계자가 관련되어 있는 프로젝트를 주도하여 조직 내 공동 목표를 달성한다."
Project ManagementR&R4세부지표2,세부지표2,Project Management,R&R4,Cross Functional Achievement,2.이해관계자 관리,"다양한 직군과의 커뮤니케이션을 통해 합리적인 의사결정을 가능하게 하고, 최적의 아웃풋을 창출한다."
Project ManagementR&R4세부지표3,세부지표3,Project Management,R&R4,Cross Functional Achievement,3.부서 간 협업 조정,협업 부서의 업무를 이해하고 Cross Functional 차원의 이슈를 해결하며 부서 간 협업을 조율함으로써 큰 규모의 프로젝트를 완성한다.
Project ManagementR&R4세부지표4,세부지표4,Project Management,R&R4,Cross Functional Achievement,4.성과 극대화,"구성원들의 PM 역량 강화 방향성을 제시하여 조직 전체의 역량을 강화하고, 이를 통해 전사적 핵심 성과를 극대화한다."
Project ManagementR&R4세부지표5,세부지표5,Project Management,R&R4,Cross Functional Achievement,5.복잡한 문제 해결,"다수의 이해관계자가 얽힌 복잡한 문제를 다각도로 접근하고 분석하여, 통합적인 해결 방안을 수립하고, 효과적으로 이행한다."
Project ManagementR&R3세부지표1,세부지표1,Project Management,R&R3,Driving Achievement,1.목표 설정 및 달성,특정 단일 프로젝트의 리더로서 프로젝트의 중요도와 전반적인 사항을 인지하여 구성원을 리드하고 조직 단위의 목표를 설정하고 달성한다.
Project ManagementR&R3세부지표2,세부지표2,Project Management,R&R3,Driving Achievement,2.업무 분배,"프로젝트 단위 업무 수행 시, 사업 구조에 대한 이해를 바탕으로 산출물을 설계하고 작업을 리드하며, 팀 내 업무를 효과적으로 분배하고, 효율적인 프로세스를 통해 작업 일정이 준수될 수 있도록 관리한다."
Project ManagementR&R3세부지표3,세부지표3,Project Management,R&R3,Driving Achievement,3.피드백 제공,작업된 결과물에 대한 구조적 디테일과 작업프로세스에 대한 건설적인 피드백 및 개선 방향성을 제시하여 조직 성과 향상을 지원한다.
Project ManagementR&R3세부지표4,세부지표4,Project Management,R&R3,Driving Achievement,4.성과 모니터링,업무 과정과 비용에 대한 깊은 이해를 토대로 할당된 작업을 지속적으로 모니터링 및 개선하여 담당 조직의 성과를 도출한다.
Project ManagementR&R3세부지표5,세부지표5,Project Management,R&R3,Driving Achievement,5.지속적 성과 창출,지속적인 트렌드 분석 및 지식 공유를 통해 구성원들에게 다양한 시야를 제공하여 팀의 지속 가능한 성과를 창출하고 관리한다.
Project ManagementR&R2세부지표1,세부지표1,Project Management,R&R2,Collaboration,1.자기주도성,"소속 조직 내 개발 프로젝트의 주요 Milestone을 설정하고 관리하며, 지시 없이도 주어진 프로젝트 업무를 독립적으로 수행한다."
Project ManagementR&R2세부지표2,세부지표2,Project Management,R&R2,Collaboration,2.프로젝트수행,"기획 의도를 이해하고, 개발자와 합리적인 일정을 도출하여 작업을 마무리한다."
Project ManagementR&R2세부지표3,세부지표3,Project Management,R&R2,Collaboration,3.논리적 문제 해결,"객관적이고 논리적인 자료를 기반으로 구성원 및 협업 부서와 소통하며, 업무를 수행하고 문제를 해결할 수 있는 합리적인 방안을 제시한다."
Project ManagementR&R2세부지표4,세부지표4,Project Management,R&R2,Collaboration,4.부서 간 협력,"협업하는 팀과 다른 팀/파트의 기능과 프로세스를 이해하고, 여러 부서와 협력하여 업무를 효율적으로 조율하며 성과를 창출한다."
Project ManagementR&R2세부지표5,세부지표5,Project Management,R&R2,Collaboration,5.소통 및 조율,"기획 의도를 이해하고, 개발자와 협력하여 합리적인 일정을 도출하며, 부서 간 소통을 통해 업무를 효과적으로 조율하여 업무 흐름을 최적화한다."
Project ManagementR&R1세부지표1,세부지표1,Project Management,R&R1,Ownership,1.역할 충실 수행,"주어진 업무의 목적과 방향을 이해하고, 지시에 따라 성실히 수행하여 업무를 완수한다."
Project ManagementR&R1세부지표2,세부지표2,Project Management,R&R1,Ownership,2.기본 문제 해결,"직면한 문제에 대해 자율적으로 해결을 시도하며, 필요 시 상사에게 보고하여 효율적인 문제 해결을 지원한다."
Project ManagementR&R1세부지표3,세부지표3,Project Management,R&R1,Ownership,3. 목표 이해 및 성과 달성,"주어진 기한 내에 담당 업무를 완수하여 정해진 목표를 충실히 달성하고, 프로젝트 요구사항을 만족시킨다."
Project ManagementR&R1세부지표4,세부지표4,Project Management,R&R1,Ownership,4. 협조적인 태도,"팀원 및 타 파트 구성원과 긴밀히 협력하며, 필요 시 적극적으로 도움을 요청하거나 지원을 제공하여 공동의 목표 달성을 촉진한다."
Project ManagementR&R1세부지표5,세부지표5,Project Management,R&R1,Ownership,5. 자발적인 학습능력,"조직(파트/팀)의 개발 환경과 도메인 지식을 빠르게 습득하여 업무를 이해하고, 지속적으로 학습하여 업무 완성도를 높인다."
Software DesignR&R6세부지표1,세부지표1,Software Design,R&R6,Visionary Pioneer,1. 글로벌 전략 수립,업계 트렌드와 변화에 대한 선도적 이해를 바탕으로 전사 단위 업무 및 사업의 중장기 방향성을 제시하고 글로벌 차원의 중장기 전략을 수립한다.
Software DesignR&R6세부지표2,세부지표2,Software Design,R&R6,Visionary Pioneer,2. 글로벌 리더십 발휘,Industry 내에서 영향력과 통찰력을 발휘하여 누구나 인정할 수 있는 리더십으로 글로벌 성과를 창출하고 조직을 선도한다.
Software DesignR&R6세부지표3,세부지표3,Software Design,R&R6,Visionary Pioneer,3. 혁신적 변화 주도,"전사적 프로세스의 근본적인 변화를 글로벌 파트너와 협력하여 주도하고, 최신 기술과 업계 동향을 반영하여 Industry 내에서 선구자적인 영향력을 행사한다."
Software DesignR&R6세부지표4,세부지표4,Software Design,R&R6,Visionary Pioneer,4. 전사적 프로젝트 리딩,"전사 전략에 대해 시스템적 조언을 경영진에게 제공하고, 글로벌 관점에서 비즈니스 목표와 연계된 혁신적 전략을 추진하며, 글로벌 혁신 프로젝트를 리딩한다."
Software DesignR&R6세부지표5,세부지표5,Software Design,R&R6,Visionary Pioneer,5. 글로벌 성과 극대화,업계에서 최고 수준의 혁신 성과를 달성하여 조직이 글로벌 시장에서 경쟁력을 유지하고 선도적 위치를 확보한다.
Software DesignR&R5세부지표1,세부지표1,Software Design,R&R5,Strategic Leadership Achievement,1. 전략적 리딩,"변화하는 기술 및 시장 환경에서 선제적으로 대응하는 전략적 의사결정을 통해 조직의 경쟁 우위를 지속 가능하게 확보하며, 장기적 성장과 비전 실현을 리딩한다."
Software DesignR&R5세부지표2,세부지표2,Software Design,R&R5,Strategic Leadership Achievement,2. 합리적 의사결정,다양한 직군과 직무 간 커뮤니케이션 허브 역할을 수행하여 합리적 의사결정을 촉진하며 성과를 극대화할 수 있는 합리적인 판단을 내린다.
Software DesignR&R5세부지표3,세부지표3,Software Design,R&R5,Strategic Leadership Achievement,3. 전사적 변화 주도,"조직의 장기적 전략과 비전을 실현하기 위해 전사적 변화를 주도하고, 조직 전체의 성과를 극대화하여 지속 가능한 성장을 도모한다."
Software DesignR&R5세부지표4,세부지표4,Software Design,R&R5,Strategic Leadership Achievement,4. 전사 문제해결,"전사적 차원의 복잡한 이슈를 통합적이고 종합적으로 분석하여 문제의 근본 원인을 명확히 진단하고, 장기적인 효과를 고려한 실효성 있는 해결 방안을 제시한다."
Software DesignR&R5세부지표5,세부지표5,Software Design,R&R5,Strategic Leadership Achievement,5. 단위국가 파트너 협력,"폭넓은 이해관계자와 전략적 파트너십을 형성하고, 각 분야의 특성과 목표를 통합하여 시너지를 극대화하는 성과를 창출한다."
Software DesignR&R4세부지표1,세부지표1,Software Design,R&R4,Cross Functional Achievement,1.전사 프로젝트 리딩,Cross Functional 차원 이슈를 논의하고 해결할 수 있는 전문성을 바탕으로 전반적인 프로젝트를 리딩하여 목표를 달성한다.
Software DesignR&R4세부지표2,세부지표2,Software Design,R&R4,Cross Functional Achievement,2.이해관계자 관리,"다양한 직군과의 커뮤니케이션을 통해 합리적인 의사결정을 가능하게 하고, 최적의 아웃풋을 창출한다."
Software DesignR&R4세부지표3,세부지표3,Software Design,R&R4,Cross Functional Achievement,3.부서 간 협업 조정,협업 부서의 업무를 이해하고 Cross Functional 차원의 이슈를 해결하며 부서 간 협업을 조율함으로써 큰 규모의 프로젝트를 완성한다.
Software DesignR&R4세부지표4,세부지표4,Software Design,R&R4,Cross Functional Achievement,4.성과 극대화,조직 내 공동 목표 달성을 위해 여러 프로젝트를 동시에 주도하며 효율적인 자원 배분을 통해 전사적 성과를 극대화한다.
Software DesignR&R4세부지표5,세부지표5,Software Design,R&R4,Cross Functional Achievement,5.복잡한 문제 해결,"다수의 이해관계자가 얽힌 복잡한 문제를 다각도로 접근하고 분석하여, 통합적인 해결 방안을 수립하고, 효과적으로 이행한다."
Software DesignR&R3세부지표1,세부지표1,Software Design,R&R3,Driving Achievement,1.목표 설정 및 달성,"특정 단일 프로젝트의 리더로서 전반적인 기획 및 작업을 주도하며, 팀/파트의 목표를 명확히 설정하고 목표 달성을 위해 전략적으로 기획을 주도한다."
Software DesignR&R3세부지표2,세부지표2,Software Design,R&R3,Driving Achievement,2.업무 분배,"프로젝트 단위 업무 수행 시, 게임 구조에 대한 이해를 바탕으로 산출물을 설계하고 작업을 리드하며, 팀 내 업무를 효과적으로 분배하고, 작업 일정이 준수될 수 있도록 관리한다."
Software DesignR&R3세부지표3,세부지표3,Software Design,R&R3,Driving Achievement,3.피드백 제공,작업된 결과들에 대한 구조적 디테일 부분에서 건설적인 피드백 및 개선 방향성을 제시하여 성과 향상 및 조직 성과 향상을 지원한다.
Software DesignR&R3세부지표4,세부지표4,Software Design,R&R3,Driving Achievement,4.성과 모니터링,"할당된 작업을 정밀하게 수행하고 과정을 깊이 이해하며 개선 사항을 전략적으로 분석하여, 성과를 지속적으로 모니터링하고 발전시킨다."
Software DesignR&R3세부지표5,세부지표5,Software Design,R&R3,Driving Achievement,5.지속적 성과 창출,"한 프로덕트의 기획 리더로서 기획 전반을 책임지고 주도하여 지속 가능한 성과를 창출하고, 장기적 성과 관리에 기여한다."
Software DesignR&R2세부지표1,세부지표1,Software Design,R&R2,Collaboration,1.자기주도성,"포커 및 카지노 게임산업에 대한 전반적인 지식을 자발적으로 습득하여, 게임 개발 시스템과 관련된 업무를 완수한다."
Software DesignR&R2세부지표2,세부지표2,Software Design,R&R2,Collaboration,2.프로젝트수행,"기획 의도를 이해하고, 담당 업무에 대해 동료들이 납득할 수 있는 본인의 일정을 제시, 관리하며 작업을 마무리한다."
Software DesignR&R2세부지표3,세부지표3,Software Design,R&R2,Collaboration,3.논리적 문제 해결,기획 의도를 정확히 파악하고 논리적 근거에 기반해 문제 해결책을 제시한다.
Software DesignR&R2세부지표4,세부지표4,Software Design,R&R2,Collaboration,4.부서 간 협력,"협업하는 팀과 다른 팀/파트의 기능과 프로세스를 이해하고, 여러 부서와 협력하여 업무를 효율적으로 조율하며 성과를 창출한다."
Software DesignR&R2세부지표5,세부지표5,Software Design,R&R2,Collaboration,5.소통 및 조율,다른 팀과의 소통을 통해 협업 부서의 목표와 목적을 이해하며 조율하여 업무 흐름을 최적화한다.
Software DesignR&R1세부지표1,세부지표1,Software Design,R&R1,Ownership,1.역할 충실 수행,"주어진 업무의 목적과 방향을 이해하고, 지시에 따라 성실히 수행하여 업무를 완수한다."
Software DesignR&R1세부지표2,세부지표2,Software Design,R&R1,Ownership,2.기본 문제 해결,"직면한 문제에 대해 먼저 해결 방안을 마련하여 보고하며, 협의된 방향에 따라 문제 해결을 지원한다."
Software DesignR&R1세부지표3,세부지표3,Software Design,R&R1,Ownership,3. 목표 이해 및 성과 달성,"주어진 기한 내에 담당 업무를 완수하여 기한 내에 정해진 목표를 충실히 달성하며, 업무의 완성도를 향상시킨다."
Software DesignR&R1세부지표4,세부지표4,Software Design,R&R1,Ownership,4. 협조적인 태도,"팀원과 긴밀히 협력하며, 필요 시 적극적으로 도움을 요청하거나 지원을 제공하여 공동의 목표 달성을 촉진한다."
Software DesignR&R1세부지표5,세부지표5,Software Design,R&R1,Ownership,5. 자발적인 학습능력,"조직(파트/팀)의 개발 환경과 도메인 지식을 빠르게 습득하여 업무를 이해하고, 지속적으로 학습하여 업무 완성도를 높인다."
